pixel_id,x,y,elevation,aspect
410779,402792.29308015323,200441.84932041288,119.36,165.82
410774,402787.29308015323,200441.84932041288,118.78,263.36
410790,402803.29308015323,200441.84932041288,114.49,87.04
410775,402788.29308015323,200441.84932041288,119.12,238.99
410776,402789.29308015323,200441.84932041288,119.44,217.19
410777,402790.29308015323,200441.84932041288,119.88,174.82
410780,402793.29308015323,200441.84932041288,117.83,166.51
410781,402794.29308015323,200441.84932041288,117.83,169.99
410782,402795.29308015323,200441.84932041288,117.7,151.44
410783,402796.29308015323,200441.84932041288,117.52,146.51
410784,402797.29308015323,200441.84932041288,117.46,165.23
410785,402798.29308015323,200441.84932041288,117.35,158.96
410786,402799.29308015323,200441.84932041288,117.2,159.69
410787,402800.29308015323,200441.84932041288,117.09,148.74
410788,402801.29308015323,200441.84932041288,116.96,144.36
410789,402802.29308015323,200441.84932041288,116.59,109.74
411129,402788.29308015323,200440.84932041288,118.92,222.07
411130,402789.29308015323,200440.84932041288,119.25,176.1
411132,402791.29308015323,200440.84932041288,117.97,168.1
411134,402793.29308015323,200440.84932041288,117.56,138.86
411135,402794.29308015323,200440.84932041288,117.46,161.13
411136,402795.29308015323,200440.84932041288,117.36,158.49
411137,402796.29308015323,200440.84932041288,117.24,149.58
411138,402797.29308015323,200440.84932041288,117.16,160.41
411139,402798.29308015323,200440.84932041288,117.03,163.78
411140,402799.29308015323,200440.84932041288,116.9,169.57
411141,402800.29308015323,200440.84932041288,116.83,164.19
411131,402790.29308015323,200440.84932041288,118.54,157.97
411133,402792.29308015323,200440.84932041288,118.08,157.1
411142,402801.29308015323,200440.84932041288,115.21,163.6
411490,402788.29308015323,200439.84932041288,118.07,235.7
411491,402789.29308015323,200439.84932041288,118.07,166.76
411492,402790.29308015323,200439.84932041288,117.66,152.97
411493,402791.29308015323,200439.84932041288,117.56,162.82
411494,402792.29308015323,200439.84932041288,117.45,161.67
411495,402793.29308015323,200439.84932041288,117.37,147.21
411496,402794.29308015323,200439.84932041288,117.18,160.08
411497,402795.29308015323,200439.84932041288,117.09,163.28
411498,402796.29308015323,200439.84932041288,116.98,156.16
411499,402797.29308015323,200439.84932041288,115.71,164.24
411500,402798.29308015323,200439.84932041288,115.46,162.27
411501,402799.29308015323,200439.84932041288,113.93,165.29
411844,402789.29308015323,200438.84932041288,117.45,187.08
411845,402790.29308015323,200438.84932041288,117.35,156.95
411849,402794.29308015323,200438.84932041288,115.89,163.04
411850,402795.29308015323,200438.84932041288,115.82,164.11
411846,402791.29308015323,200438.84932041288,117.25,161.01
411851,402796.29308015323,200438.84932041288,114.2,156.17
411847,402792.29308015323,200438.84932041288,117.12,147.62
411848,402793.29308015323,200438.84932041288,116.97,146.0
412191,402789.29308015323,200437.84932041288,117.16,204.86
412192,402790.29308015323,200437.84932041288,117.07,161.09
412193,402791.29308015323,200437.84932041288,116.9,168.8
412194,402792.29308015323,200437.84932041288,116.89,158.46
412195,402793.29308015323,200437.84932041288,115.05,144.13
412542,402790.29308015323,200436.84932041288,115.77,160.58
412541,402789.29308015323,200436.84932041288,116.2,184.42
412543,402791.29308015323,200436.84932041288,114.45,165.79
